x,y,cluster,term,genes
-3.7271976,13.903918,Cluster 0,PTPN7,MAPK3 MAPK1 MAPK14 
-3.6327457,14.350946,Cluster 0,DUSP26,KIFAP3 TP53 MAPK14 
-4.497604,14.104448,Cluster 0,DUSP22,RBM39 MAPK8 STAT3 MAPK1 MBP MAPK14 
-3.471724,14.167847,Cluster 0,DUSP14,MAPK9 MAPK3 MAPK14 
-4.3854957,14.51944,Cluster 0,DUSP10,MAPK9 MAPK8 MAPK14 
-4.721043,13.794405,Cluster 0,DUSP9,MAPK9 MAPK8 MAPK3 MAPK1 MAPK14 
-3.594653,13.876544,Cluster 0,DUPD1,MAPK3 MAPK1 MAPK14 
-4.904135,13.818558,Cluster 0,DUSP1,MAPK9 MAPK8 MAPK3 MAPK1 MAPK14 
-3.3211255,14.617988,Cluster 0,PTPRC,LYN TCRZ LCK FYN JAK3 TYK2 SKAP1 JAK1 JAK2 
-3.6593006,14.783699,Cluster 0,PTPN22,TCRZ ZAP70 LCK 
-4.0833116,14.422234,Cluster 0,PPM1L,COL4A3BP MAP3K7 MAP3K5 
-3.2241635,14.498634,Cluster 0,PTPN6,RBM39 LYN SRC NFAT5 NTRK1 CTNND1 ACTN1 GAB2 EGFR HOXA10 CASP8 LCK KIT KDR NOS1 ROS1 CD22 CD33 JAK2 
-3.454278,12.444171,Cluster 1,PPM1A,SMAD3 MAP2K4 SMAD2 RIPK4 CETN1 SMAD1 MSN AXIN1 EEF2 CDC42BPB CDC42BPA MAPK14 CDK9 GRM3 IKBKB PAK2 PAK1 CDK6 PIK3R1 CDK2 MAP2K6 
-3.6496232,11.877626,Cluster 1,PPP1CA,NOS3 CAD RIPK4 BAD GAD2 H2AFX EIF2AK2 GAD1 PARD3 AXIN1 PRKCB CSNK1E PRKCA EIF2S1 PPP1CA PTK2 CDC25C CDK9 C16ORF82 NCOR1 MAPT SMO ATM PTPN7 TP53 RAF1 AHCYL1 RB1 PKD1 RYR1 CAMK2A AURKA LMNB1 IKZF1 BRCA1 STK3 STK4 HIST1H3A CASP9 POLD3 AKT1 CEP250 CASP2 TNNI3 MBP CAMK2G 
-4.025348,13.429868,Cluster 1,PHLPP2,AKT3 AKT1 AKT2 PRKCB PRKCA STK4 
-3.9664693,13.216143,Cluster 1,PHLPP1,AKT3 AKT1 AKT2 PRKCB PRKCA STK4 
-3.1986752,11.954634,Cluster 1,PHPT1,ACLY HIST1H4A GNB1 KCNN4 
-3.7682962,12.156926,Cluster 1,PPP3CA,IL33 JUN KSR2 SLC10A1 BAD GAD2 GAD1 NFATC2 CSNK1E SSH1 DNM2 VASP RCAN1 PPP1R1B MAPT CANX CRYAA GSK3B DMN1 ELK1 HSPB1 PPP1R8 PRKAR2A FLNA DNM1L 
-3.951645,12.3427,Cluster 1,PPP2CA,RIPK4 BAD TUBB SPHK1 KRT8 AXIN1 PPP2R5A MAPK14 CDK9 ELF1 RBL1 MAPT MAPKAPK2 VIM CDK2 BCL2 BAX ATM CDK1 CAMK4 CAMK1 IL6ST TP53 RAF1 BCAR1 PNCK RELA BMPR2 PRKAA1 HSPB1 STK3 STK4 PAK1 CHEK1 RACGAP1 AKT3 CHEK2 MYC AKT1 CASP3 MAP3K7 SNCA PRKG1 SMAD3 MAP2K4 IL33 CARD11 PRKCI CAD PLK1 MAP2K1 CHUK GAD2 SMAD1 H2AFX GAD1 PRKCB CSNK1E PACS1 TRAF2 EEF2 PRKCA VASP CREB1 PPP1R1B RPS6KB1 SMO CDK5R1 CRYAA MDM2 ITGB1 SRC PKD1 PXN CAMK2A CAMK2B HDAC7 IKBKB HIST1H3A MAPK8 PPP1R8 RPS6KA3 GOLGA2 RHO MAPK1 MBP CAMK2G PRKACA 
-3.5833237,13.118887,Cluster 1,DUSP3,INSR PDGFRB CSN2 EGFR MAPK14 MAPK9 MAPK8 ERBB2 MAPK3 CSN1S1 MAPK1 STAT5A FGFR2 
-3.7542584,12.796347,Cluster 1,PTPRJ,LYN RET PDGFRB SRC CTNND1 CBL EGFR TJP1 OCLN PIK3R1 MAPK3 KDR PLCG1 MET MAPK1 FYN LAT 
-3.4850538,12.940668,Cluster 1,BDP1,PSTPIP1 ABL1 FYN ARHGAP35 
-4.2602115,12.206439,Cluster 1,PPP5C,MAPT CDC37 BAD MOK CSNK1E NR3C1 MAP3K5 RAF1 
-4.082266,10.846015,Cluster 2,PTPRB,TEK KDR MET 
-3.751003,10.680413,Cluster 2,PTPRF,PTPRF INSR CTNNB1 MET 
-3.836292,11.459725,Cluster 2,PTPN13,NFKBIA PDCD10 IRS1 TRIP6 MBP 
-3.779951,10.906606,Cluster 2,PTP4A3,ITGB1 STMN1 NCL KRT8 EZR BCAR1 
-4.2686996,10.665334,Cluster 2,PTEN,PDGFRB CREB1 SHC1 PTEN PTK2 
-3.4701447,11.072146,Cluster 2,PTPRT,CTNND1 PXN STAT3 CDH1 
-3.5013855,10.586247,Cluster 2,PTPN23,SRC CDH1 CTNNB1 PTK2 
-2.9033883,12.20026,Cluster 2,SSH1,LIMK1 DSTN CFL1 CORO1B 
-4.5039477,11.347927,Cluster 2,SCP2,SMAD3 SMAD2 POLR2A SMAD1 
-4.350827,11.124927,Cluster 2,CTDSP1,SMAD3 SMAD2 POLR2A SMAD1 
-4.9086967,11.215293,Cluster 2,CTDSPL,SMAD3 RB1 SMAD2 SMAD1 CAMK2G 
-2.937815,10.737432,Cluster 3,PPP6C,H2AFX AURKA PRKDC MBP MAP3K7 
-2.457974,10.71728,Cluster 3,PPM1G,COIL H2AFX H2A1 H2B1A SMN1 DDX20 
-2.8318186,11.052115,Cluster 3,CDC14A,IREB2 CDKN1B USP6NL INCENP CDH1 SETD8 CDC25A KIF23 SIRT2 MAPK6 CDC25B TP53 
-2.7160902,10.4645,Cluster 3,CDC14B,CDH1 SETD8 CDC25A SIRT2 MAPK6 CDC25B TP53 SKP2 CDC25C 
-2.854957,11.65811,Cluster 3,CDC25A,CUX1 CDK4 MAPK3 CDK2 CDK1 MAPK1 EGFR RAF1 
-2.3036692,10.790064,Cluster 3,PPM1D,CHEK1 H2AFX RPS6KA3 CHEK2 ATM UNG TP53 MDM2 MAPK14 
-2.168035,11.626195,Cluster 3,PDP2,PDHA2 PDHA1 SMAD1 
-3.1377401,11.477757,Cluster 3,PTPN3,GHR MAPK12 TCRZ VCP 
-1.953137,11.322654,Cluster 3,PDP1,PDHA2 PDHA1 SMAD1 
-2.7962708,13.161273,Cluster 4,PTPRH,DOK1 SRC LCK BCAR1 
-2.968479,13.483677,Cluster 4,PTPRA,LYN SRC PTPRA FYN BCAR1 
-2.5048647,13.696499,Cluster 4,ACP1,INSR PDGFRB SRC CTNNB1 SLC4A1 EGFR PTK2 ZAP70 FABP4 FCGR2B AKT1 KDR ACP1 STAT5A LAT 
-2.2405865,12.978693,Cluster 4,PPP4C,RELA HDAC3 MAP4K1 H2AFX RPA2 NDEL1 
